0.000000000000000000e+00,2.887328618438375472e+01,8.212951410250607864e+01,4.579849677519882079e+01,6.835011082599218923e+01,5.207763703250227394e+01,7.207876065197677917e+01,4.202125098682134308e+01,5.101664308277700854e+01,5.499985252422628434e+01,2.872961068903972048e+01,7.440942465451516341e+01,2.271017112415351846e+01,7.200533761341124261e+01,4.546284727429767258e+01
2.887328618438375472e+01,0.000000000000000000e+00,5.477323131143975132e+01,4.565889732604370721e+01,4.202941710129243091e+01,4.321712639239128606e+01,4.320562731636948683e+01,2.276970077156654071e+01,2.283131914944162233e+01,3.061842556643214053e+01,4.063513355068216271e+01,5.110678263427129764e+01,1.039056660368135709e+01,5.190413150201393933e+01,2.033201290668656469e+01
8.212951410250607864e+01,5.477323131143975132e+01,0.000000000000000000e+00,6.827098377282291608e+01,4.567884946426021031e+01,5.476485787801335192e+01,2.275821987539691449e+01,4.325544101629480309e+01,4.072125655942934941e+01,2.870627175152133148e+01,7.949404898407298958e+01,2.041256484263553617e+01,6.453724724608348140e+01,3.080882467173588424e+01,5.103911193430619164e+01
4.579849677519882079e+01,4.565889732604370721e+01,6.827098377282291608e+01,0.000000000000000000e+00,8.228880098417263866e+01,1.440176810432374310e+01,7.208044953268230870e+01,3.051642286465779819e+01,6.213115503000827999e+01,4.202537330554434192e+01,2.063514769269064786e+01,5.095834147137389891e+01,5.116827962449142575e+01,4.291121140641674714e+01,6.453534188434664998e+01
6.835011082599218923e+01,4.202941710129243091e+01,4.567884946426021031e+01,8.228880098417263866e+01,0.000000000000000000e+00,7.425388901457566249e+01,2.292068344863703899e+01,5.213030750327790486e+01,2.035850286423262645e+01,4.573410383279607316e+01,8.208396924237720782e+01,5.796163378075036121e+01,4.564000920436496500e+01,6.554302468727902919e+01,2.288726770711523173e+01
5.207763703250227394e+01,4.321712639239128606e+01,5.476485787801335192e+01,1.440176810432374310e+01,7.425388901457566249e+01,0.000000000000000000e+00,6.110760423292101251e+01,2.270225535507645631e+01,5.493985358704550492e+01,3.051595960537258279e+01,3.234819180420154083e+01,3.673155351588567186e+01,5.109850965374633347e+01,2.851027522440752193e+01,5.944642830671502765e+01
7.207876065197677917e+01,4.320562731636948683e+01,2.275821987539691449e+01,7.208044953268230870e+01,2.292068344863703899e+01,6.110760423292101251e+01,0.000000000000000000e+00,4.211941473522211510e+01,2.276396321540969225e+01,3.059177075713023441e+01,7.753445902509403709e+01,3.691231474036892735e+01,5.108136530081469573e+01,4.579175988175519052e+01,3.237412426395131604e+01
4.202125098682134308e+01,2.276970077156654071e+01,4.325544101629480309e+01,3.051642286465779819e+01,5.213030750327790486e+01,2.270225535507645631e+01,4.211941473522211510e+01,0.000000000000000000e+00,3.238734226874747435e+01,1.454927579601170429e+01,3.659922498414344005e+01,3.244485895141801990e+01,3.238022934571342404e+01,3.052524182390146379e+01,3.684590450917615101e+01
5.101664308277700854e+01,2.283131914944162233e+01,4.072125655942934941e+01,6.213115503000827999e+01,2.035850286423262645e+01,5.493985358704550492e+01,2.276396321540969225e+01,3.238734226874747435e+01,0.000000000000000000e+00,2.896285942066088737e+01,6.195242088016001958e+01,4.582679467584092237e+01,2.898256450911498661e+01,5.111879928027212827e+01,1.031880892774150205e+01
5.499985252422628434e+01,3.061842556643214053e+01,2.870627175152133148e+01,4.202537330554434192e+01,4.573410383279607316e+01,3.051595960537258279e+01,3.059177075713023441e+01,1.454927579601170429e+01,2.896285942066088737e+01,0.000000000000000000e+00,5.095297846824870192e+01,2.048838070823882873e+01,4.100898898157355177e+01,2.276000054627495928e+01,3.691622242020306288e+01
2.872961068903972048e+01,4.063513355068216271e+01,7.949404898407298958e+01,2.063514769269064786e+01,8.208396924237720782e+01,3.234819180420154083e+01,7.753445902509403709e+01,3.659922498414344005e+01,6.195242088016001958e+01,5.095297846824870192e+01,0.000000000000000000e+00,6.536340413444703756e+01,4.190305271378005614e+01,5.924023679322766611e+01,6.096607133460465633e+01
7.440942465451516341e+01,5.110678263427129764e+01,2.041256484263553617e+01,5.095834147137389891e+01,5.796163378075036121e+01,3.673155351588567186e+01,3.691231474036892735e+01,3.244485895141801990e+01,4.582679467584092237e+01,2.048838070823882873e+01,6.536340413444703756e+01,0.000000000000000000e+00,6.149733685635121816e+01,1.040127408589570557e+01,5.519818760922949963e+01
2.271017112415351846e+01,1.039056660368135709e+01,6.453724724608348140e+01,5.116827962449142575e+01,4.564000920436496500e+01,5.109850965374633347e+01,5.108136530081469573e+01,3.238022934571342404e+01,2.898256450911498661e+01,4.100898898157355177e+01,4.190305271378005614e+01,6.149733685635121816e+01,0.000000000000000000e+00,6.211598609349069733e+01,2.275279296826306208e+01
7.200533761341124261e+01,5.190413150201393933e+01,3.080882467173588424e+01,4.291121140641674714e+01,6.554302468727902919e+01,2.851027522440752193e+01,4.579175988175519052e+01,3.052524182390146379e+01,5.111879928027212827e+01,2.276000054627495928e+01,5.924023679322766611e+01,1.040127408589570557e+01,6.211598609349069733e+01,0.000000000000000000e+00,5.959593996849756081e+01
4.546284727429767258e+01,2.033201290668656469e+01,5.103911193430619164e+01,6.453534188434664998e+01,2.288726770711523173e+01,5.944642830671502765e+01,3.237412426395131604e+01,3.684590450917615101e+01,1.031880892774150205e+01,3.691622242020306288e+01,6.096607133460465633e+01,5.519818760922949963e+01,2.275279296826306208e+01,5.959593996849756081e+01,0.000000000000000000e+00
